,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,sub,tat_in_days
1739,3021770,13,21,110015,233,233,131,1,0,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,1,11.249140505018948
1740,2990336,25,3,560011,233,233,228,1,0,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,40029,13.788791656402456
1741,3012139,15,3,560011,233,233,228,1,0,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,90997,13.226356745970755
1742,3030427,10,27,110034,233,233,131,1,0,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,42560,11.95118570971635
1743,3052836,23,2,110018,233,233,131,1,0,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,36986,11.522475421005577
1744,3021600,10,8,700064,233,233,131,2,0,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,17531,12.957207320076243
1745,2885481,13,21,110015,233,233,228,1,0,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,31646,11.17958619400222
1746,2829865,13,22,400104,233,233,131,1,0,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,19993,11.472614701115269
1747,2840040,13,4,600024,233,233,131,1,0,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,80969,13.278930477407782
1748,2898386,15,12,302006,233,233,131,1,0,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,289971,16.06474806197451
1749,2999996,13,21,110015,233,233,131,3,0,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,25,13.235432723106786
1750,3000052,13,21,110015,233,233,131,2,0,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,31498,12.659689054274956
1751,2857231,10,3,560011,233,245,131,1,0,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,23997,12.374105466819008
1752,2900532,10,9,411016,233,233,228,2,0,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,21104,14.113058935237811
1753,2885279,13,22,400104,233,233,131,2,0,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,58,12.201319759661791
1754,2986336,15,2,110018,308,233,228,1,0,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,10967,11.926345954334394
1755,2941793,13,8,700064,233,233,131,1,0,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,61899,12.811954645829136
1756,3006574,13,21,110015,233,233,131,3,0,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,1200,13.251009914380383
1757,2838277,13,21,110015,201,233,131,4,0,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,290065,17.755289930648868
1758,3019777,15,2,110018,233,233,228,1,0,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,9,13.351759298003678
1759,2826750,5,2,110018,233,233,131,1,0,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,9,12.86620204517369
1760,2827847,10,8,700064,233,233,131,1,0,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,300965,15.721757004850195
1761,2861823,13,22,400104,201,233,131,4,0,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,10909,14.33114750959579
1762,2883470,13,21,110015,201,233,131,0,0,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,19973,10.520925962282744
1763,2941796,10,8,700064,201,233,228,0,0,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,10934,10.394697730465861
1764,2966292,13,21,110015,233,233,131,1,0,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,18,11.249365877148012
1765,2891641,33,5,380009,233,233,228,2,0,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,18,14.942451598487505
1766,2984739,13,8,700064,233,233,131,1,0,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,39995,12.521569286121162
1767,2969899,13,21,110015,233,233,131,1,0,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,52005,11.938567105012261
1768,2896172,19,1,400059,233,233,228,3,0,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,17058,16.262770845567065
1769,2993211,10,23,400001,233,233,228,1,0,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,17058,11.242369191039153
1770,2984770,13,22,400104,233,233,131,2,0,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,17058,12.426691888726602
1771,3013577,13,21,110015,233,233,131,1,0,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,17058,11.475268293575326
1772,3023131,13,22,400104,233,233,131,1,0,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,17295,11.436846818514278
1773,3011273,13,21,110015,233,233,131,1,0,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,50040,11.912516738329181
1774,2945209,2,1,400059,233,233,131,1,0,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,29995,11.995210104065604
1775,3038848,9,23,400001,233,233,131,1,0,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,192005,13.953972551155466
1776,3056440,13,22,400104,233,233,131,1,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,12,11.207722906359743
1777,3056440,13,22,400104,0,233,131,1,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,23,11.207868735384432
1778,3045671,13,22,400104,233,233,131,2,0,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,4,12.200603871722409
1779,3052204,10,25,560037,233,233,131,1,0,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,50960,11.892446915719114
1780,3055386,32,6,160059,233,233,131,3,0,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,50960,16.79726674428988
1781,3057161,10,27,110034,233,233,228,1,0,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,11986,11.056782663506484
1782,3067109,1,24,110092,233,233,131,1,0,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,80,11.445862361201058
1783,3049925,15,17,800001,233,0,131,1,0,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,17193,12.40833944200746
1784,3062857,13,21,110015,201,233,131,4,0,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,61922,15.048999667866923
1785,3056427,15,2,110018,233,233,228,1,0,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,14986,13.540046224973647
1786,3064345,5,1,400059,233,233,131,1,0,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,40068,13.702326923450011
1787,2875835,15,2,110018,233,245,131,1,0,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,10986,12.415675741510423
1788,3012185,13,26,560066,233,245,131,3,0,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,19,11.603995310173131
1789,2839905,13,11,641012,201,201,131,0,0,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,77437,11.955019032500207
1790,2872316,10,10,226010,233,233,131,2,0,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,67,12.837609458225021
1791,2866171,9,10,226010,233,233,131,1,0,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,27,11.747313027258874
1792,3001167,1,7,500004,233,233,228,1,0,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,8198,10.586981923802096
1793,3053622,5,2,110018,233,233,131,1,0,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,45,12.866679303799945
1794,2973038,13,21,110015,233,233,131,1,0,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,222986,14.205293693225794
1795,2892708,13,22,400104,233,233,131,2,0,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,30044,12.598849680963989
1796,3009328,10,8,700064,233,233,228,1,0,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,13986,11.428145679060194
1797,3066639,13,26,560066,233,233,131,1,0,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,58118,10.388250401357872
1798,2973398,13,22,400104,233,233,131,2,0,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,54,12.201266730925541
1799,3035413,13,22,400104,308,233,131,1,0,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,91283,12.417719352940576
1800,3046258,13,26,560066,233,233,131,2,0,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,2995,10.650461667108365
1801,3046258,13,26,560066,233,233,131,2,0,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,24,10.611074573258273
1802,3057544,9,6,160059,233,233,131,3,0,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,51903,14.597536382834212
1803,2923665,13,21,110015,233,233,131,1,0,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,29,11.2495117061727
1804,2941806,15,8,700064,233,233,228,3,0,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,74,13.710159410981465
1805,2835351,13,21,110015,233,233,228,1,0,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,3008,10.799926956816455
1806,2854549,13,2,110018,233,233,131,1,0,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,23,11.974119803733513
1807,2906383,10,2,110018,233,233,228,1,0,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,2300,11.881909947972094
1808,3042588,13,21,110015,233,233,131,1,0,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,4,11.249180276571135
1809,2892293,13,22,400104,233,245,131,2,0,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,15,12.200749700747098
1810,2839794,13,22,400104,233,233,131,1,0,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,45,13.131309170001867
1811,2831240,13,22,400104,233,233,131,1,0,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,15,11.20776267791193
1812,2823208,19,6,160059,233,233,131,2,0,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,14,13.870750652209505
1813,2879069,13,2,110018,233,233,131,1,0,110041,2017-03-11,2017-03-08,2018-02-16,4147,2018-02-21,0,13.455529159414608
1814,2872970,15,2,110018,233,233,131,1,0,110058,2017-02-27,2017-02-26,2018-02-15,4094,2018-02-17,289971,17.674650885116396
1815,2884715,13,21,110015,233,233,131,1,0,201301,2017-04-11,2017-04-07,2018-02-19,4580,2018-02-21,43,11.249697306749578
1816,2907428,13,22,400104,233,233,131,2,0,390019,2017-08-09,2017-08-02,2018-02-26,4581,2018-02-27,8992,12.31975944207738
1817,2940561,10,23,400001,233,233,131,1,0,411037,2017-08-11,2017-08-10,2018-03-05,4398,2018-03-09,12085,11.665519115374504
1818,2930221,13,21,110015,233,233,131,1,0,110070,2017-04-14,2017-04-12,2018-03-01,4580,2018-03-08,92950,12.481382506456884
1819,2844565,15,1,400059,233,233,131,1,0,400055,2017-11-30,2017-11-30,2018-02-06,4010,2018-02-24,43,14.156609203587966
1820,2946974,13,21,110015,233,233,131,1,0,110005,2017-05-22,2017-05-20,2018-03-06,4580,2018-03-10,12,11.249286334043637
1821,2934478,13,7,500004,233,233,131,1,0,500036,2018-01-05,2018-01-03,2018-03-03,4403,2018-03-08,17629,12.622507717912596
1822,2940404,32,9,411016,233,233,131,1,0,411039,2018-02-10,2017-09-22,2018-03-05,4581,2018-03-08,22,13.542497684835453
1823,2940214,15,3,560011,233,233,131,1,0,560001,2016-10-19,2016-10-18,2018-03-05,4461,2018-03-12,33946,12.986474821988498
1824,2974154,10,2,110018,233,233,131,1,0,110092,2018-01-10,2017-10-17,2018-03-13,4388,2018-03-15,34,12.340947069564999
1825,2982967,13,22,400104,233,233,131,1,0,400055,2017-11-10,2017-11-09,2018-03-15,4581,2018-03-19,153121,13.23751710100585
1826,2979907,5,7,500004,233,233,131,1,0,500070,2017-12-04,2017-12-04,2018-03-14,4476,2018-03-17,3,11.36479960289766
1827,2972132,13,22,400104,233,233,131,2,0,382421,2017-10-06,2017-09-30,2018-03-12,4581,2018-03-19,21997,12.492169120811958
1828,2987423,13,22,400104,233,233,131,2,0,364001,2018-02-21,2018-02-11,2018-03-16,4581,2018-03-21,80962,13.27387897906528
1829,2991760,15,2,110018,233,233,228,1,0,121003,2017-11-24,2017-11-24,2018-03-17,4091,2018-03-22,80962,14.424968119426236
1830,2940313,13,17,800001,233,233,131,3,0,826004,2017-12-19,2017-12-18,2018-03-05,4538,2018-03-20,119954,15.121642231947845
1831,2962239,10,2,110018,233,233,228,1,0,201304,2017-08-02,2017-05-02,2018-03-10,4388,2018-03-25,15808,12.060987990290178
1832,2959975,13,21,110015,233,233,228,1,0,201306,2018-01-24,2017-08-17,2018-03-09,4154,2018-03-25,40100,12.74942288859798
1833,2912550,15,3,560011,233,233,228,1,0,560030,2017-06-11,2018-04-20,2018-02-27,4469,2018-04-08,5,12.020059053743397
1834,2977462,10,5,380009,233,245,131,0,0,0,2017-05-09,2017-05-06,2018-03-13,4546,2018-03-24,13986,10.877828194353409
1835,2977462,15,5,380009,233,245,131,0,0,0,2017-05-09,2017-05-08,2018-03-13,4546,2018-03-24,39,11.176825852074197
1836,3060522,15,2,110018,233,245,228,1,0,110028,2017-07-09,2016-06-01,2018-04-06,4094,2018-04-21,44939,13.937138659201779
1837,2855890,15,2,110018,233,233,228,1,0,110017,2017-08-24,2016-04-29,2018-02-09,4550,2018-02-24,39949,12.310565662837705
1838,3015320,15,8,700064,233,233,228,1,0,700047,2018-02-27,2018-02-21,2018-03-24,4511,2018-03-28,18000,11.92419194478547
1839,2944938,13,17,800001,233,233,131,3,0,815301,2016-12-03,2016-11-09,2018-03-06,4538,2018-03-12,91,13.532596378648128
1840,3039904,10,25,560037,233,245,131,1,0,560067,2018-02-28,2017-08-29,2018-03-30,4460,2018-04-04,6992,11.309555046853143
1841,2888590,15,7,500004,233,233,131,1,0,500009,2017-11-19,2017-11-19,2018-02-20,4477,2018-02-22,23,12.329433981351611
1842,2821550,10,2,110018,233,233,131,1,0,121001,2017-10-18,2017-10-18,2018-01-30,4388,2018-02-13,9981,12.472816279436037
1843,2889864,9,10,226010,233,233,131,2,0,282001,2017-10-06,2017-10-05,2018-02-20,4444,2018-02-23,9995,12.872447660830394
1844,3062841,13,22,400104,233,233,228,3,0,492001,2017-11-28,2017-11-22,2018-04-07,4581,2018-04-12,11,12.704605794167177
1845,2879880,13,22,400104,233,233,131,1,0,411062,2017-09-20,2017-09-15,2018-02-17,4581,2018-02-21,37090,11.699272777034153
1846,2839024,13,21,110015,233,233,131,2,0,132103,2017-09-28,2017-09-24,2018-02-04,4580,2018-02-08,12035,12.401664480863875
1847,2994083,10,25,560037,233,233,228,1,0,560058,2017-12-29,2017-02-16,2018-03-18,4460,2018-03-20,12035,10.887333125402176
1848,2880919,13,22,400104,201,233,131,0,0,456006,2017-07-20,2016-10-24,2018-02-17,4581,2018-02-22,7944,10.319891867509401
1849,2880919,32,22,400104,201,233,131,0,0,456006,2017-07-20,2017-05-02,2018-02-17,4581,2018-02-22,15658,12.260961079969585
1850,3039337,15,2,110018,233,233,131,1,0,122001,2018-03-26,2018-03-17,2018-03-30,4550,2018-04-02,278057,15.956285146302633
1851,2845470,13,21,110015,233,233,228,2,0,250004,2017-06-01,2017-05-26,2018-02-06,4580,2018-02-16,12035,11.912586580185037
1852,2835130,13,22,400104,233,233,131,2,0,444601,2017-02-09,2017-01-30,2018-02-03,4581,2018-02-08,22095,12.493468324850097
1853,2839631,13,21,110015,233,233,131,1,0,302012,2016-05-06,2016-05-01,2018-02-05,4580,2018-02-17,41100,11.793997512809216
1854,2876678,32,7,500004,233,233,131,2,0,520013,2017-05-24,2017-02-09,2018-02-16,4403,2018-02-24,11987,15.379501002867382
1855,2957584,13,21,110015,233,233,131,1,0,110006,2017-09-14,2017-09-13,2018-03-08,4580,2018-03-10,32,11.24955147772489
1856,2991195,13,26,560066,308,233,131,1,0,560102,2017-06-03,2017-06-03,2018-03-17,5001,2018-03-21,1,9.617782635189666
1857,2957489,15,2,110018,233,233,228,1,0,110005,2018-02-07,2018-01-11,2018-03-08,4091,2018-03-18,26103,13.697692258934097
1858,2972222,13,22,400104,233,233,131,2,0,452016,2018-01-29,2018-01-29,2018-03-12,4581,2018-03-24,57,12.20130650247773
1859,3031411,13,22,400104,233,233,131,1,0,400103,2017-03-31,2017-03-30,2018-03-28,4581,2018-04-03,25,11.207895249752557
1860,3062141,13,22,400104,233,233,131,1,0,401303,2017-08-05,2017-08-03,2018-04-06,4581,2018-04-12,10911,11.35221295545841
1861,3028625,4,3,560011,308,233,228,1,0,560103,2017-11-12,2017-01-18,2018-03-28,5146,2018-04-04,77,8.63976758108971
1862,3022586,13,21,110015,201,233,131,0,0,333503,2018-01-01,2017-12-30,2018-03-26,4580,2018-04-08,95564,11.523049762761449
1863,3055738,18,1,400059,233,233,131,1,0,700012,2017-10-18,2017-10-18,2018-04-05,4011,2018-04-07,31,14.443365506772595
1864,3072007,13,26,560066,233,233,131,2,0,603203,2017-12-21,2017-12-09,2018-04-10,5001,2018-04-12,35,10.611220402282964
1865,3038137,5,2,110018,233,233,131,1,0,122505,2016-11-22,2016-11-22,2018-03-30,4093,2018-04-15,46993,13.489077581172571
1866,2925448,15,3,560011,233,245,131,1,0,560061,2017-12-30,2017-12-30,2018-02-28,4461,2018-03-02,12204,12.69823712609867
1867,2866343,10,4,600024,201,233,131,4,0,605202,2017-03-26,2017-03-26,2018-02-13,4482,2018-02-19,3010,14.961413154565177
1868,3010981,13,8,700064,233,233,131,1,0,700040,2017-09-14,2017-09-13,2018-03-23,4508,2018-03-27,0,11.991348209536042
1869,3047896,7,1,400059,233,233,131,1,0,560068,2017-12-11,2017-12-06,2018-04-02,4008,2018-04-09,10947,13.53377651828324
1870,2885694,13,21,110015,233,233,131,1,0,302015,2017-08-21,2017-08-19,2018-02-19,4580,2018-02-26,10947,11.39425364176856
1871,2878000,13,22,400104,233,233,131,1,0,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,29016,11.592234272912432
1872,2878000,13,22,400104,233,0,131,1,0,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,0,11.207563820150991
1873,3061185,15,9,411016,233,233,228,2,0,412207,2018-03-18,2016-08-13,2018-04-06,4548,2018-04-12,216986,15.390418542990853
1874,2858096,10,3,560011,233,233,131,1,0,560029,2017-12-16,2017-05-06,2018-02-10,4460,2018-02-16,35,12.056436822310129
1875,3037844,15,6,160059,233,233,131,3,0,143001,2018-01-05,2017-12-29,2018-03-30,4549,2018-04-03,57,14.107618176384847
1876,2975588,13,21,110015,233,233,131,1,0,302020,2018-02-24,2018-01-29,2018-03-13,4580,2018-03-24,90,11.250320394400521
1877,2835796,10,2,110018,233,233,228,1,0,201010,2017-05-19,2017-05-18,2018-02-03,4388,2018-02-06,66,11.852293398776165
1878,2842880,15,2,110018,233,233,228,1,0,201304,2018-01-06,2016-11-08,2018-02-06,4094,2018-02-08,57,13.342129724102557
1879,2883213,1,2,110018,233,233,228,1,0,201304,2018-01-01,2017-12-11,2018-02-18,4150,2018-02-20,17058,12.020976936518394
1880,2899289,10,2,110018,233,233,228,1,0,110029,2017-07-28,2015-09-05,2018-02-23,4388,2018-02-26,17058,12.077559470368474
1881,2876312,10,1,400059,233,233,131,1,0,400031,2017-05-11,2017-04-30,2018-02-16,4398,2018-03-01,12058,12.504273176385556
1882,2900905,15,1,400059,233,233,131,1,0,400080,2017-04-27,2017-04-27,2018-02-23,4545,2018-02-24,12003,12.48440961703419
1883,2900503,13,21,110015,233,233,131,3,0,151507,2017-04-07,2017-04-05,2018-02-23,4580,2018-03-06,50,13.235764152708352
1884,2883675,15,1,400059,233,233,131,1,0,400072,2017-05-06,2017-01-19,2018-02-18,4545,2018-03-06,27,12.325641580700063
1885,2994207,9,27,110034,233,233,131,1,0,110031,2017-11-25,2017-11-25,2018-03-18,4388,2018-03-26,11,11.290326664266784
1886,2987892,10,2,110018,233,233,228,2,0,250002,2017-10-29,2017-05-17,2018-03-16,4388,2018-03-23,290027,16.68934676959728
1887,3054301,9,8,700064,233,233,131,1,0,700017,2017-11-24,2017-11-24,2018-04-04,4499,2018-04-09,19,11.635281369167723
1888,3051300,10,23,400001,233,233,131,1,0,411039,2017-11-02,2017-11-01,2018-04-03,4398,2018-04-09,10989,11.650989241641854
1889,3079074,13,7,500004,233,233,131,1,0,500064,2017-05-22,2017-05-20,2018-04-12,4403,2018-04-20,51,12.389472936459583
1890,2990323,13,21,110015,233,245,131,1,0,110088,2017-06-03,2017-06-01,2018-03-17,4580,2018-03-19,11967,11.407775969512448
1891,3019538,15,3,560011,233,245,228,1,0,560042,2018-02-13,2018-02-12,2018-03-26,4461,2018-04-04,191983,14.592522519016438
1892,2908068,21,2,110018,201,201,131,4,0,673028,2018-01-17,2018-01-09,2018-02-26,4415,2018-03-09,78,16.29266851399732
1893,2839025,10,6,160059,233,233,131,2,0,160017,2017-05-18,2017-05-18,2018-02-04,4437,2018-02-28,192024,15.55893836880811
1894,2987518,10,8,700064,233,233,131,3,0,751006,2018-02-03,2018-02-03,2018-03-16,4499,2018-03-20,33947,14.16782427648364
1895,3007124,9,9,411016,233,233,131,3,0,492001,2017-10-16,2017-10-15,2018-03-22,4021,2018-03-27,18,15.218803754838603
1896,3014956,13,21,110015,233,233,131,2,0,147301,2018-01-08,2018-01-04,2018-03-24,4580,2018-03-27,450038,18.208350871850552
1897,3018561,10,25,560037,233,233,228,1,0,560010,2018-03-06,2017-05-04,2018-03-26,4460,2018-04-03,91286,11.937978219550127
1898,2876073,13,2,110018,233,245,228,1,0,110042,2018-01-07,2017-12-11,2018-02-16,4147,2018-02-22,137986,14.795757058802636
1899,2839440,13,21,110015,233,233,131,3,0,141002,2017-11-21,2017-11-18,2018-02-05,4580,2018-02-09,4809,13.298855091662436
1900,2938482,13,21,110015,233,233,131,3,0,143001,2017-07-21,2017-07-15,2018-03-04,4580,2018-03-12,30993,13.645981199158491
1901,2985795,10,6,160059,233,233,228,2,0,160002,2018-02-08,2017-12-08,2018-03-15,4437,2018-03-17,3909,12.575985288186537
1902,2987317,13,22,400104,233,233,131,3,0,485001,2017-10-23,2017-10-14,2018-03-16,4581,2018-03-19,194986,15.778503157458434
1903,3032413,15,1,400059,233,233,228,2,0,452006,2018-03-06,2016-11-01,2018-03-28,4545,2018-03-31,10988,12.974862697366943
1904,2848382,15,10,226010,233,233,228,2,0,243001,2017-11-09,2017-02-07,2018-02-07,4444,2018-02-11,39099,13.349881569721354
1905,2873268,10,2,110018,233,233,131,1,0,110045,2016-08-10,2016-06-01,2018-02-15,4388,2018-02-19,5464,12.412933579025111
1906,3027045,15,12,302006,233,233,131,2,0,313001,2017-09-23,2017-09-21,2018-03-27,4453,2018-04-10,33,13.21397365205717
1907,2853904,10,2,110018,233,233,131,1,0,122001,2017-11-13,2017-11-08,2018-02-09,4388,2018-02-13,45,12.341092898589688
1908,2993207,13,8,700064,233,233,131,3,0,751020,2017-05-09,2017-05-05,2018-03-17,4508,2018-03-19,21143,14.257618897842686
1909,2962526,15,2,110018,308,233,228,1,0,110032,2017-08-26,2017-06-06,2018-03-10,4091,2018-03-21,0,13.351639983347114
1910,3004296,13,21,110015,233,233,131,2,0,180012,2017-05-19,2017-04-08,2018-03-21,4580,2018-03-27,81907,13.327970445688365
1911,3056696,5,7,500004,233,233,228,2,0,506001,2018-03-19,2018-03-15,2018-04-05,4476,2018-04-10,93,11.869901871619625
1912,2863633,15,3,560011,233,233,131,1,0,560048,2017-09-25,2017-09-22,2018-02-12,4461,2018-02-15,11999,12.69551940336583
1913,2885147,10,6,160059,0,233,131,1,0,140307,2017-05-20,2017-05-20,2018-02-19,4437,2018-02-22,28,12.020625034683118
1914,2898151,13,21,110015,233,233,131,1,0,122006,2017-03-18,2017-03-11,2018-02-22,4580,2018-02-26,17683,11.483554033614475
1915,2906101,13,7,500004,233,233,131,1,0,500032,2016-05-07,2016-05-04,2018-02-25,4403,2018-02-27,11,12.388942649097078
1916,2904549,13,22,400104,233,233,131,1,0,400709,2017-10-06,2017-10-01,2018-02-24,4581,2018-03-04,225036,14.190907492870306
1917,2896060,13,2,110018,233,233,131,1,0,110096,2017-05-05,2018-03-08,2018-02-22,4147,2018-02-27,10,13.455661731255235
1918,2990092,13,21,110015,233,233,228,1,0,110060,2017-05-16,2017-05-05,2018-03-17,4580,2018-03-19,11992,10.919029498435176
1919,2859982,22,1,400059,233,233,131,1,0,400031,2017-04-26,2017-04-25,2018-02-10,4008,2018-02-17,22090,15.133188131820303
1920,2993283,1,24,110092,233,233,228,1,0,201001,2018-02-28,2017-07-04,2018-03-17,4150,2018-03-21,0,10.955723885797209
1921,2981656,13,21,110015,233,233,131,1,0,201001,2018-02-22,2018-02-20,2018-03-15,4580,2018-03-22,91283,12.45928278062447
1922,3016993,15,6,160059,233,233,228,2,0,160047,2018-02-05,2017-10-23,2018-03-25,4549,2018-03-26,34362,13.08034095213956
1923,3020178,15,2,110018,308,233,228,1,0,110007,2018-03-05,2018-03-23,2018-03-26,4550,2018-03-31,19,11.781206303216658
1924,3055775,15,1,400059,233,233,131,2,0,422006,2017-12-26,2017-12-26,2018-04-05,4545,2018-04-09,5,13.318336945485852
1925,2922744,13,3,560011,233,245,131,1,0,560001,2017-06-23,2017-05-15,2018-02-28,4467,2018-03-06,45,12.322952946071876
1926,2993704,15,3,560011,308,245,131,1,0,560025,2017-11-03,2017-05-15,2018-03-18,4461,2018-03-27,10910,12.681082329921619
1927,3094554,13,21,110015,233,245,131,1,0,110034,2017-11-23,2017-11-22,2018-04-18,4580,2018-04-20,12104,11.409592203729028
1928,2888719,13,2,110018,233,233,131,1,0,110077,2017-12-16,2017-12-15,2018-02-20,4147,2018-02-22,22100,13.74851292719886
1929,2853944,13,22,400104,233,233,131,1,0,382481,2018-01-19,2016-10-19,2018-02-09,4581,2018-02-15,69989,12.135420875510809
1930,2909544,15,10,226010,233,233,131,1,0,226010,2017-11-14,2017-11-14,2018-02-26,4444,2018-03-04,78,12.328663868256914
1931,2982999,13,26,560066,308,233,228,1,0,560068,2018-02-24,2017-02-06,2018-03-15,5001,2018-03-21,6,9.128771020431142
1932,2990579,13,26,560066,233,233,131,2,0,603202,2016-05-12,2016-05-10,2018-03-17,5001,2018-03-20,430954,16.323992901369927
1933,2880636,15,2,110018,233,233,228,1,0,110015,2018-01-10,2017-12-26,2018-02-17,4550,2018-02-25,14111,11.96802654102732
1934,3043729,10,8,700064,233,233,131,1,0,700067,2018-01-14,2018-01-14,2018-03-31,4499,2018-04-14,9988,11.864221357856612
1935,2931809,12,5,380009,233,245,131,1,0,380051,2017-03-09,2017-03-09,2018-03-03,4034,2018-03-05,5,13.631074899311729
1936,2957358,13,22,400104,233,233,131,1,0,421003,2017-04-10,2017-04-08,2018-03-08,4581,2018-03-17,10040,11.340665948139854
1937,2994391,10,8,700064,233,233,131,1,0,700069,2017-08-17,2017-08-12,2018-03-18,4499,2018-03-23,10040,11.86491073142787
1938,2832060,13,21,110015,233,233,228,1,0,122001,2018-01-18,2017-06-17,2018-02-02,4580,2018-02-05,33943,11.210037945794094
1939,3056378,10,7,500004,233,233,131,3,0,500043,2017-08-10,2017-05-17,2018-04-05,4474,2018-04-07,33943,14.29146202532031
1940,3063149,13,26,560066,233,233,131,1,0,560016,2017-10-06,2017-09-28,2018-04-07,5001,2018-04-12,52,9.618458751576863
